NACA_1210_opt
  0.025322  0.024583
  0.022868  0.023412
  0.020536  0.022238
  0.018328  0.021060
  0.016244  0.019880
  0.014285  0.018698
  0.012450  0.017515
  0.010739  0.016331
  0.009154  0.015148
  0.007695  0.013966
  0.006361  0.012785
  0.005153  0.011606
  0.004070  0.010429
  0.003114  0.009255
  0.002284  0.008084
  0.001579  0.006917
  0.001001  0.005753
  0.000549  0.004594
  0.000223  0.003438
  0.000023  0.002288
  -0.000051  0.001141
  0.000000  0.000000
  0.000176  -0.001129
  0.000475  -0.002238
  0.000898  -0.003326
  0.001444  -0.004395
  0.002112  -0.005443
  0.002903  -0.006471
  0.003816  -0.007479
  0.004851  -0.008467
  0.006006  -0.009434
  0.007283  -0.010382
  0.008680  -0.011309
  0.010196  -0.012217
  0.011831  -0.013105
  0.013586  -0.013973
  0.015458  -0.014821
  0.017447  -0.015650
  0.019553  -0.016460
  0.021775  -0.017251
  0.024113  -0.018022
  0.026565  -0.018774
  0.029131  -0.019508
  0.031810  -0.020224
  0.034601  -0.020921
  0.037504  -0.021600
  0.040518  -0.022261
  0.043641  -0.022905
  0.046873  -0.023531
  0.050213  -0.024141
  0.053661  -0.024734
  0.057214  -0.025310
  0.060873  -0.025870
  0.064636  -0.026415
  0.068502  -0.026944
  0.072470  -0.027458
  0.076539  -0.027958
  0.080709  -0.028443
  0.084978  -0.028915
  0.089344  -0.029373
  0.093808  -0.029818
  0.098367  -0.030251
  0.103021  -0.030671
  0.107769  -0.031080
  0.112608  -0.031478
  0.117540  -0.031865
  0.122561  -0.032243
  0.127671  -0.032610
  0.132868  -0.032969
  0.138152  -0.033319
  0.143521  -0.033661
  0.148974  -0.033996
  0.154510  -0.034325
  0.160127  -0.034647
  0.165824  -0.034964
  0.171600  -0.035276
  0.177454  -0.035583
  0.183384  -0.035887
  0.189388  -0.036188
  0.195466  -0.036487
  0.201653  -0.036783
  0.208015  -0.037065
  0.214449  -0.037327
  0.220954  -0.037570
  0.227529  -0.037794
  0.234171  -0.037999
  0.240880  -0.038185
  0.247653  -0.038352
  0.254488  -0.038500
  0.261385  -0.038629
  0.268341  -0.038740
  0.275355  -0.038832
  0.282424  -0.038906
  0.289548  -0.038963
  0.296724  -0.039001
  0.303951  -0.039022
  0.311226  -0.039026
  0.318549  -0.039012
  0.325917  -0.038982
  0.333328  -0.038935
  0.340780  -0.038872
  0.348273  -0.038793
  0.355803  -0.038698
  0.363369  -0.038588
  0.370969  -0.038462
  0.378602  -0.038322
  0.386264  -0.038167
  0.393956  -0.037998
  0.401673  -0.037815
  0.409416  -0.037619
  0.417181  -0.037409
  0.424966  -0.037187
  0.432771  -0.036952
  0.440593  -0.036705
  0.448429  -0.036446
  0.456278  -0.036175
  0.464139  -0.035894
  0.472009  -0.035602
  0.479885  -0.035299
  0.487768  -0.034987
  0.495653  -0.034664
  0.503539  -0.034333
  0.511425  -0.033992
  0.519308  -0.033643
  0.527187  -0.033286
  0.535059  -0.032920
  0.542923  -0.032547
  0.550776  -0.032167
  0.558616  -0.031780
  0.566443  -0.031386
  0.574253  -0.030986
  0.582044  -0.030580
  0.589816  -0.030169
  0.597565  -0.029752
  0.605291  -0.029330
  0.612990  -0.028903
  0.620661  -0.028473
  0.628303  -0.028038
  0.635913  -0.027599
  0.643489  -0.027157
  0.651030  -0.026712
  0.658533  -0.026264
  0.665997  -0.025813
  0.673420  -0.025360
  0.680800  -0.024904
  0.688135  -0.024447
  0.695423  -0.023989
  0.702663  -0.023529
  0.709853  -0.023068
  0.716990  -0.022606
  0.724074  -0.022144
  0.731102  -0.021682
  0.738072  -0.021219
  0.744984  -0.020757
  0.751835  -0.020295
  0.758623  -0.019834
  0.765346  -0.019373
  0.772004  -0.018914
  0.778594  -0.018456
  0.785115  -0.018000
  0.791565  -0.017545
  0.797943  -0.017093
  0.804246  -0.016642
  0.810474  -0.016194
  0.816624  -0.015749
  0.822696  -0.015306
  0.828687  -0.014867
  0.834596  -0.014431
  0.840423  -0.013998
  0.846164  -0.013569
  0.851819  -0.013144
  0.857387  -0.012723
  0.862865  -0.012307
  0.868253  -0.011895
  0.873549  -0.011487
  0.878753  -0.011085
  0.883861  -0.010687
  0.888875  -0.010295
  0.893791  -0.009909
  0.898609  -0.009528
  0.903327  -0.009153
  0.907946  -0.008785
  0.912462  -0.008423
  0.916875  -0.008067
  0.921185  -0.007718
  0.925389  -0.007375
  0.929488  -0.007040
  0.933479  -0.006713
  0.937362  -0.006392
  0.941135  -0.006080
  0.944799  -0.005775
  0.948352  -0.005478
  0.951793  -0.005190
  0.955121  -0.004909
  0.958335  -0.004638
  0.961435  -0.004375
  0.964420  -0.004121
  0.967288  -0.003876
  0.970040  -0.003640
  0.972675  -0.003414
  0.975192  -0.003197
  0.977589  -0.002989
  0.979868  -0.002792
  0.982027  -0.002604
  0.984065  -0.002427
  0.985982  -0.002259
  0.987778  -0.002102
  0.989452  -0.001955
  0.991004  -0.001819
  0.992433  -0.001693
  0.993739  -0.001578
  0.994922  -0.001473
  0.995981  -0.001380
  0.996916  -0.001297
  0.997727  -0.001225
  0.998413  -0.001164
  0.998975  -0.001114
  0.999412  -0.001075
  0.999724  -0.001048
  0.999912  -0.001031
  0.999974  -0.001025
